"CODINST";"NOMBREINSTITUCION";"CODIGOMUNICIPIO";"NOMBREMUNICIPIO";"DEPARTAMENTO";"CALENDARIO";"NATURALEZA";"JORNADA";"PROMEDIOMATEMATICA";"PROMEDIOQUIMICA";"PROMEDIOFISICA";"PROMEDIOBIOLOGIA";"PROMEDIOFILOSOFIA";"PROMEDIOINGLES";"PROMEDIOLENGUAJE";"PROMEDIOSOCIALES";"DESVIACIONMATEMATICA";"DESVIACIONQUIMICA";"DESVIACIONFISICA";"DESVIACIONBIOLOGIA";"DESVIACIONFILOSOFIA";"DESVIACIONINGLES";"DESVIACIONLENGUAJE";"DESVIACIONSOCIALES";"EVALUADOS";"PERIODO"
11239;"COLEGIO FILIPENSE NUESTRA SEÑORA DE LA ESPERANZA";52001;"PASTO";"NARIÑO";"A";"NO OFICIAL";"MAÑANA";53,18;49,84;49,57;50,84;48,7;56,82;53,15;50,34;11,65;5,83;6,58;7,05;8,06;11,63;7,22;7,48;61;20122
11254;"COLEGIO DE NUESTRA SEÑORA DEL CARMEN";52001;"PASTO";"NARIÑO";"A";"NO OFICIAL";"MAÑANA";50;49,48;46,3;46,59;44,89;50,67;50,67;49,41;11,49;5,98;6,23;7,54;6,95;10,91;6,72;8,27;27;20122
11262;"COLEGIO DEL SAGRADO CORAZON DE JESUS";52001;"PASTO";"NARIÑO";"B";"NO OFICIAL";"MAÑANA";52,33;52,15;51,32;50,38;50,99;58,38;55,05;51,23;10,29;7,02;9,39;6,9;11,37;14,02;6,89;6,48;78;20121
11270;"COLEGIO SAN FELIPE NERI";52001;"PASTO";"NARIÑO";"A";"NO OFICIAL";"MAÑANA";51,87;49,36;48,87;48,86;44,18;48,89;50,1;48,06;10,66;5,56;7,46;6,82;8,45;9,56;5,66;7,94;124;20122
11288;"COLEGIO DE SAN FRANCISCO JAVIER";52001;"PASTO";"NARIÑO";"B";"NO OFICIAL";"COMPLETA U ORDINARIA";64,4;60,11;63,31;54,89;54,05;68,04;60,19;55,31;13,4;7,45;9,66;8;10,04;15,52;6,62;7,09;93;20121
11296;"COLEGIO MARIA GORETTI";52001;"PASTO";"NARIÑO";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";49,85;51,39;46,94;48,88;47,87;51,78;51,56;50,6;9,06;5,32;6,86;6,21;7,57;9,89;5,7;7,85;247;20122
11312;"INSTITUTO CHAMPAGNAT";52001;"PASTO";"NARIÑO";"A";"NO OFICIAL";"MAÑANA";61,69;54,53;53,38;56,44;48,67;59,39;55,71;54,23;13,14;7,01;7,55;8,21;7,68;11,16;6,57;8,57;150;20122
11320;"INSTITUCION EDUCATIVA MUNICIPAL LIBERTAD";52001;"PASTO";"NARIÑO";"A";"OFICIAL";"MAÑANA";51,01;52,32;49,42;48,49;45,4;46,18;49,19;49,84;9,87;6,01;7,31;7,16;7,98;6,45;6,69;7,16;146;20122
11338;"INSTITUCION EDUCATIVA MUNICIPAL INEM LUIS DELFIN INSUASTY RODRIGUEZ";52001;"PASTO";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";46,11;46,84;44,61;44,95;41,95;44,28;46,24;46,82;11,26;5,59;7,12;6,46;7,86;6,73;6,38;6,91;283;20122
11379;"INSTITUCION EDUCATIVA MUNICIPAL LIBERTAD";52001;"PASTO";"NARIÑO";"F";"OFICIAL";"NOCHE";39,5;45;46,4;42,2;40,7;38,7;42,1;42,6;12,8;4,24;4,3;8,57;7,36;6,75;10,47;10,16;10;20122
11395;"INSTITUTO NOCTURNO MARCO FIDEL SUAREZ";52001;"PASTO";"NARIÑO";"A";"OFICIAL";"NOCHE";40,69;43,38;42,31;47,06;43,06;39,69;46,25;44,13;8,78;4,8;7,25;6,31;8,2;5,57;4,78;6,03;16;20122
11403;"INSTITUCION EDUCATIVA MUNICIPAL PEDAGOGICO";52001;"PASTO";"NARIÑO";"A";"OFICIAL";"MAÑANA";44,38;46,18;44,44;45,08;43,92;44,62;47,82;46,97;9,09;5,49;6,42;6,85;7,82;6,73;5,01;7,77;39;20122
11411;"INSTITUCION EDUCATIVA MUNICIPAL TECNICO INDUSTRIAL";52001;"PASTO";"NARIÑO";"A";"OFICIAL";"MAÑANA";50,23;50,09;48,04;48,72;43,98;45,72;48,2;49,02;13,61;6,75;9,43;8,64;8,34;8,75;6,4;7,87;127;20122
11429;"INSTITUCION EDUCATIVA MUNICIPAL TECNICO INDUSTRIAL";52001;"PASTO";"NARIÑO";"A";"OFICIAL";"TARDE";49,58;48,8;46,71;49,1;43,35;44,61;48,3;48,88;9,82;5,67;7,54;7,19;6,52;6,17;6,32;8,37;80;20122
11437;"LICEO DE LA UNIVERSIDAD DE NARIÑO";52001;"PASTO";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";69,09;59,75;56,01;58,33;49,82;59,44;58,15;57,18;12,26;6,43;7,27;7,99;7,1;13,54;6,32;7,88;79;20122
11445;"LICEO CENTRAL FEMENINO DE NARIÑO";52001;"PASTO";"NARIÑO";"A";"OFICIAL";"TARDE";37,14;45,36;40,86;43,64;42,71;39;45,5;42,14;11,43;5,51;7,64;5,34;6,34;5,91;4,85;7,24;14;20122
11452;"LICEO DE LA MERCED MARIDIAZ";52001;"PASTO";"NARIÑO";"A";"NO OFICIAL";"MAÑANA";52,79;51,59;53,61;51,21;48,2;54,97;55,79;52,38;12,94;6,69;9,98;8,53;8,8;15,23;7,31;8,4;61;20122
11460;"LICEO JOSE FELIX JIMENEZ";52001;"PASTO";"NARIÑO";"A";"NO OFICIAL";"MAÑANA";45,59;47,21;45,25;47,19;42,93;42,78;47,74;47,15;10,3;6,3;8,1;7,03;7,35;7,74;5,84;7,32;68;20122
11478;"LICEO SANTA TERESITA";52001;"PASTO";"NARIÑO";"B";"NO OFICIAL";"MAÑANA";43,81;44,19;43,67;45,29;38,81;42,57;48;46,24;8,93;6,34;12,11;6,81;11,76;7,78;6,22;7,42;21;20121
11486;"ESCUELA NORMAL NACIONAL";52001;"PASTO";"NARIÑO";"A";"OFICIAL";"MAÑANA";52,98;51,4;48,38;49,88;46,36;49,05;50,89;49,95;11,15;6,5;8,23;7,94;7,13;9,86;6,13;8,95;112;20122
11502;"COLEGIO DEPARTAMENTAL NUESTRA SEÑORA DEL PILAR";52022;"ALDANA";"NARIÑO";"A";"OFICIAL";"MAÑANA";47,26;48,52;47,26;47,89;40,48;48,06;47,21;45,44;10,07;6,26;8;7,6;8,05;7,74;6,3;7,16;62;20122
11510;"COLEGIO MIXTO CARLOS ALBORNOZ";52036;"ANCUYA";"NARIÑO";"A";"OFICIAL";"MAÑANA";49,39;48,88;47,67;48,98;44,42;44,07;48,23;48,35;11,9;6,36;7,69;7,84;6,73;8,63;6,89;8,96;57;20122
11528;"INSTITUCION EDUCATIVA NORMAL SUPERIOR LA INMACULADA";52079;"BARBACOAS";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";40,53;43,16;41,83;40,81;38,37;37,12;42,33;39,98;8,26;4,46;6,37;7,1;7,44;5,99;5,9;7,22;129;20122
11536;"INSTITUCION EDUCATIVA  RAFAEL URIBE URIBE";52110;"BUESACO";"NARIÑO";"A";"OFICIAL";"MAÑANA";48,19;52,98;44,37;51,78;43,22;50,28;48,76;48,13;7,84;6,36;7,37;8,22;7,1;5,8;5,45;6,02;54;20122
11551;"INSTITUCION EDUCATIVA SAN BARTOLOME";52215;"CORDOBA";"NARIÑO";"A";"OFICIAL";"MAÑANA";45,09;47,38;45,33;48,34;40,84;43,11;47,83;46,28;10,71;6,01;7,31;7,14;8,68;7,69;5,8;7,63;80;20122
11569;"INSTITUCION EDUCATIVA COLEGIO JOSE ANTONIO LLORENTE";52227;"CUMBAL";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";47,64;47,78;45,61;46,73;43,28;45,76;47,42;47,35;10,56;6,14;6,97;7,18;7,68;7,38;6,61;8,38;150;20122
11585;"INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS";52260;"EL TAMBO";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";49,09;48,56;46,62;49,53;43,29;41,8;47,44;47,27;9,4;6,09;8,57;10,4;6,47;6,64;5,7;6,45;55;20122
11593;"COLEGIO MIXTO GENARO LEON";52317;"GUACHUCAL";"NARIÑO";"A";"OFICIAL";"MAÑANA";50,1;52,21;50,91;47,33;45,65;42,08;49,01;47,79;10,04;6,01;8,13;7,78;7,71;5,98;5,83;7,43;117;20122
11601;"COLEGIO MIXTO NUESTRA SEÑORA DE LAS NIEVES";52320;"GUAITARILLA";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";50,86;53,27;49,49;50,04;45,56;49,55;48,17;49,52;10,19;5,99;8,76;7,03;7,87;8,23;5,65;8,55;71;20122
11619;"INSTITUCION EDUCATIVA SAN JOSE";52323;"GUALMATAN";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,56;47,28;46,04;46,93;40,76;43,53;47,46;46,54;9,98;6,49;7,57;6,93;10,04;7,54;5,74;8,48;68;20122
11627;"COLEGIO CHAMPAGNAT";52356;"IPIALES";"NARIÑO";"A";"NO OFICIAL";"MAÑANA";60,86;56,2;50,67;53,57;47,71;56,25;53,35;53,43;15,28;7,16;9,18;7,3;7,72;12,14;6,18;9,18;51;20122
11635;"COLEGIO INMACULADA CONCEPCION";52356;"IPIALES";"NARIÑO";"A";"NO OFICIAL";"MAÑANA";46,44;46;46;46,44;41,17;42,72;47,11;44,61;11,13;5,32;5,03;6,64;10,05;7,39;7,84;6,82;18;20122
11643;"COLEGIO INTEGRADO CIUDAD DE IPIALES";52356;"IPIALES";"NARIÑO";"A";"OFICIAL";"MAÑANA";52,99;49,78;48,97;50,39;44,97;49,56;49,58;49,44;11,43;5,8;8,08;7,64;6,99;9,8;6,6;9,22;113;20122
11650;"COLEGIO NACIONAL SUCRE";52356;"IPIALES";"NARIÑO";"A";"OFICIAL";"MAÑANA";57,27;51,72;50,05;52,36;49,2;56,26;53,7;53,89;12,47;5,44;8,12;7,98;7,2;10,48;6,45;8,58;94;20122
11668;"COLEGIO NACIONAL SUCRE";52356;"IPIALES";"NARIÑO";"A";"OFICIAL";"TARDE";57,33;52,52;50,23;52,65;45,37;52,37;51,21;52,06;11,76;5,93;8,78;7,02;7,64;10,63;6,4;8,61;82;20122
11684;"COLEGIO NUESTRA SEÑORA DE LAS LAJAS";52356;"IPIALES";"NARIÑO";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";55,17;51,48;51,26;50,7;47,35;52,13;54,13;53,39;18,09;6,4;10,88;7,87;6,87;12,7;5,44;7,24;23;20122
11692;"COLEGIO MIXTO SAN FELIPE NERI";52356;"IPIALES";"NARIÑO";"A";"NO OFICIAL";"MAÑANA";44,47;44,5;43,91;44,66;43,03;45,69;47,59;44,72;10,81;5,33;6,61;7,97;6,62;6,24;6,33;8,49;32;20122
11700;"COLEGIO FILIPENSE";52356;"IPIALES";"NARIÑO";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";51,38;48,95;46,24;50,43;45,48;49;50,71;49;15,2;5,21;7,41;6,51;7,43;7,2;5,89;9,44;21;20122
11718;"COLEGIO SEMINARIO";52356;"IPIALES";"NARIÑO";"A";"OFICIAL";"MAÑANA";47,42;49,79;46,99;48,71;43,37;45,81;48,52;48,4;10,6;6,88;7,66;8,44;7,27;7,61;6,05;8,17;91;20122
11726;"COLEGIO NACIONAL DE BACHILLERATO";52378;"LA CRUZ";"NARIÑO";"A";"OFICIAL";"MAÑANA";46,71;50,68;46,3;47,88;41,75;46,36;47,48;46,59;11,22;6,45;7,92;7,39;7,83;7,28;6,01;9,45;56;20122
11734;"ESCUELA NORMAL SUPERIOR DEL MAYO";52378;"LA CRUZ";"NARIÑO";"A";"OFICIAL";"MAÑANA";47,98;46,86;45,16;45,53;41,75;43,54;45,93;45,8;10,22;5,44;7,18;7,12;7,85;7,13;5,55;7,84;108;20122
11742;"INSTITUCION EDUCATIVA JUANAMBU";52399;"LA UNION";"NARIÑO";"A";"OFICIAL";"MAÑANA";45,64;46,73;45,79;46,59;40,9;42,7;47,07;44,4;9,64;6,04;7,69;7,84;8,54;7,1;6,94;8,15;131;20122
11759;"ESCUELA NORMAL NACIONAL SAN CARLOS";52399;"LA UNION";"NARIÑO";"A";"OFICIAL";"MAÑANA";51,39;52,84;47,69;50,9;45,06;48,26;49,31;51,05;8,17;6,26;8,45;6,48;6,72;5,78;6,51;8,25;77;20122
11767;"COLEGIO DEPARTAMENTAL MIXTO DIEGO LUIS CORDOBA";52411;"LINARES";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";49,36;48,14;48,97;50,11;42,53;45,36;46,92;48,33;9,2;6,1;8,15;8,17;8,28;6,92;5,15;8,05;36;20122
11775;"INSTITUTO AGRICOLA JOSE MARIA HERNANDEZ";52585;"PUPIALES";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";49,62;48,44;46,23;49,85;42,29;46,27;47,04;46,79;8,87;4,96;6,57;6,93;8,38;6,7;5,73;6,92;52;20122
11783;"ESCUELA NORMAL DE SEÑORITAS PIO XII";52585;"PUPIALES";"NARIÑO";"A";"OFICIAL";"MAÑANA";52,03;49,77;48,77;48,9;45,35;52,39;51,61;50,06;10,76;5,53;6,73;7,58;6,7;8,48;6,61;9,01;31;20122
11791;"COLEGIO JUAN XXIII";52573;"PUERRES";"NARIÑO";"A";"OFICIAL";"MAÑANA";48,02;50,61;47,78;51,15;42,65;44,85;49,59;50,37;9,58;4,86;6,38;6,27;5,91;5,12;4,76;7,96;54;20122
11809;"COLEGIO NACIONAL RICAURTE";52612;"RICAURTE";"NARIÑO";"A";"OFICIAL";"MAÑANA";45,03;46,74;43,97;47,31;40,49;41,41;45,9;45;10,86;5,34;8,21;7,33;8,25;7,07;5,46;6,74;61;20122
11817;"INSTITUCION EDUCATIVA SIMON BOLIVAR";52678;"SAMANIEGO";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";50,36;48,12;47,02;48,28;41,38;45,66;46,97;46,96;13,2;6,64;9,33;8,39;8,81;9,1;5,83;9,51;103;20122
11825;"INSTITUCION EDUCATIVA SIMON BOLIVAR";52678;"SAMANIEGO";"NARIÑO";"A";"OFICIAL";"NOCHE";41,46;42,3;42,3;42,09;38,81;39,61;43,26;41,48;10,81;4,47;6,28;7,23;8,97;5,96;5,93;7,84;54;20122
11833;"INSTITUCION EDUCATIVA POLICARPA SALAVARRIETA";52678;"SAMANIEGO";"NARIÑO";"A";"OFICIAL";"MAÑANA";47,63;47,37;47,05;46,79;41,6;47,38;47,04;46,03;13,91;6,42;8,49;8,25;8,41;9,81;6,08;8,26;95;20122
11841;"COLEGIO NUESTRA SEÑORA DE FATIMA";52683;"SANDONA";"NARIÑO";"A";"OFICIAL";"MAÑANA";45,32;45,86;43,64;45,98;43,02;45,14;46,16;44,52;9,87;4,97;7,25;7,58;7,22;7,2;6,54;6,64;44;20122
11858;"INSTITUCION EDUCATIVA SANTO TOMAS DE AQUINO";52683;"SANDONA";"NARIÑO";"A";"OFICIAL";"MAÑANA";53,58;51,2;50,77;50,93;45,93;48,45;49,71;50,22;12,19;5,47;7,22;8,06;7,51;7,95;6,59;8,24;92;20122
11866;"INSTITUCION EDUCATIVA JUAN IGNACIO ORTIZ";52019;"ALBAN (SAN JOSE)";"NARIÑO";"A";"OFICIAL";"MAÑANA";46,33;46,01;44,42;44,38;41,31;42,99;45,18;43,74;10,45;5,37;7,35;7,97;7,51;7,41;6,37;8,41;72;20122
11874;"INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS";52687;"SAN LORENZO";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";47,79;47,76;44,47;47,66;39,88;43,67;46,83;47,88;9,7;5,89;6,18;6,98;9,48;9,26;5,96;8,01;58;20122
11882;"COLEGIO NACIONAL ANTONIO NARIÑO";52693;"SAN PABLO";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";51,71;50,25;46,54;49,04;46,34;47,42;50,32;48,42;10,72;6,4;8,03;8,12;7,49;10,45;7,01;8,6;76;20122
11890;"ESCUELA NORMAL SUPERIOR SAGRADO CORAZON DE JESUS";52693;"SAN PABLO";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";46;45,49;43,76;43,49;42,53;41,19;45,57;42,21;10,17;5,12;7,56;5,84;8,05;6,33;6,34;7,42;68;20122
11908;"COLEGIO PABLO VI";52786;"TAMINANGO";"NARIÑO";"A";"OFICIAL";"MAÑANA";46,75;46,66;44,74;45,55;41,92;41,27;45,95;44,31;10,43;4,83;6,7;6,57;7,85;5,64;5,24;7,07;91;20122
11916;"COLEGIO NACIONALIZADO MISAEL PASTRANA BORRERO";52788;"TANGUA";"NARIÑO";"A";"OFICIAL";"MAÑANA";44,45;48,49;43,77;47,11;42,14;42,02;44,74;44,51;8,35;4,95;6,89;7,14;6,54;5,64;6,58;7,37;65;20122
11924;"INSTITUCION EDUCATIVA SANTA TERESITA";52835;"TUMACO";"NARIÑO";"A";"OFICIAL";"MAÑANA";44,26;45,39;42,84;42,44;41,21;39,11;45,18;44,89;8,29;5,16;6,65;6,95;7,35;5,77;6,43;7,25;146;20122
11932;"LICEO NACIONAL MAX SEIDEL";52835;"TUMACO";"NARIÑO";"A";"OFICIAL";"MAÑANA";43;44,09;43,33;42,75;36,3;39,99;43,33;41,68;8,32;5,47;6,39;6,86;7,69;6,55;6,43;7,36;100;20122
11957;"INSTITUTO TECNICO INDUSTRIAL";52835;"TUMACO";"NARIÑO";"A";"OFICIAL";"COMPLETA U ORDINARIA";40,98;44,78;43,26;41,61;37,51;37,94;43,14;41,63;9,49;5,3;6,23;8,05;8,22;6,11;6,36;7,99;122;20122
11965;"INSTITUTO TECNICO POPULAR DE LA COSTA";52835;"TUMACO";"NARIÑO";"A";"OFICIAL";"TARDE";42,51;44,69;42,73;41,59;38,22;38,22;42,68;41,58;9,41;4,24;6,25;6,57;8,99;6,29;6,6;7,17;74;20122
11973;"COLEGIO NACIONAL MIXTO SAN LUIS GONZAGA";52838;"TUQUERRES";"NARIÑO";"A";"OFICIAL";"MAÑANA";53,27;52,91;50,48;51,96;43,43;49,34;50,16;50,48;10,75;6,36;8,5;8,08;8,33;8,65;6,04;7,83;104;20122
11981;"COLEGIO NACIONAL MIXTO SAN LUIS GONZAGA";52838;"TUQUERRES";"NARIÑO";"A";"OFICIAL";"TARDE";46,94;50,16;47,47;47,57;42,32;46,74;47,65;47,72;8,79;4,55;6,39;6,54;7,72;7,66;5,65;8,12;68;20122
11999;"COLEGIO SEMINARIO SAN FRANCISCO DE ASIS";52838;"TUQUERRES";"NARIÑO";"A";"OFICIAL";"MAÑANA";44,76;46,91;44,03;45,08;42,68;44,67;46,83;43,23;9,82;5,45;7,37;7,19;7,7;7,76;5,36;7,48;87;20122
12005;"INSTITUTO TERESIANO";52838;"TUQUERRES";"NARIÑO";"A";"OFICIAL";"MAÑANA";50,51;51,16;49,2;50,56;44,18;49,22;48,4;49,04;9,93;4,62;6,09;7,11;7,16;10,49;5,69;7,27;45;20122
12013;"INSTITUTO TECNICO GIRARDOT";52838;"TUQUERRES";"NARIÑO";"A";"OFICIAL";"NOCHE";44,43;44;45,14;46,71;38,57;39,71;43,57;43,71;10,23;5,48;5,34;7,39;7;6,02;5,53;8,2;7;20122
12021;"INSTITUCION EDUCATIVA PEDRO LEON TORRES";52885;"YACUANQUER";"NARIÑO";"A";"OFICIAL";"MAÑANA";46,71;47,34;44,57;45,54;43,44;40,73;45,84;47,72;12,4;6,28;7,27;7,23;8,6;6,2;7,35;8,19;79;20122
12047;"COLEGIO CALASANZ";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"MAÑANA";80,68;62,53;60,82;62,91;51,46;71,57;60,04;60,16;14,02;7,02;8,7;8,89;6,56;12,66;6,44;8,11;79;20122
12054;"COLEGIO CARDENAL SANCHA";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"MAÑANA";51,48;49,81;46,83;50,94;45,9;48,5;50,85;49,92;10,19;5,27;8,03;7,69;6,78;9,51;6,17;7,77;48;20122
12062;"COLEGIO COMFANORTE";54405;"LOS PATIOS";"NORTE SANTANDER";"A";"NO OFICIAL";"MAÑANA";51,54;48,5;46,94;48,93;40,93;47;49,22;46,2;10,39;5,16;8,76;8,35;8,39;8,55;7,83;9,05;54;20122
12070;"COLEGIO SAN JOSE DE CUCUTA";54001;"CUCUTA";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";46,66;46,4;44,33;46,18;41,35;46,21;47,21;45,02;9,36;5,84;6,54;6,7;8,57;6,94;6,35;7,71;126;20122
12088;"COLEGIO EL CARMEN TERESIANO";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"MAÑANA";64,67;55,84;53,59;54,94;51,31;68,65;58,25;55,76;13,18;6,31;8,01;7,05;6,98;10,24;5,78;6,4;51;20122
12104;"INSTITUCION EDUCATIVA COLEGIO ANDRES BELLO";54099;"BOCHALEMA";"NORTE SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,06;49;47,65;47,94;41,32;49,65;48,76;46,38;10,92;6,92;7,4;8,68;8,2;8,75;5,74;8,14;34;20122
12112;"COLEGIO FRANCISCO JOSE CALDAS";54810;"TIBU";"NORTE SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";46,96;46,59;45,67;46,61;38,77;45,17;45,92;44,48;10,02;5,39;6,16;6,71;8,69;5,97;5,96;7,15;132;20122
12138;"COLEGIO LA SALLE";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"COMPLETA U ORDINARIA";53,38;49,26;48,7;50,96;43,85;54,26;51,73;50,84;12,81;7,09;9,37;7,74;11,23;11,86;6,33;8,97;73;20122
12146;"INSTITUCION EDUCATIVA COLEGIO MUNICIPAL DE BACHILLERATO";54001;"CUCUTA";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";46,47;47,51;44,63;46,43;41,43;42,89;46,05;44,83;9,95;6,44;7,49;8,72;7,95;7,46;6,34;8,75;161;20122
12161;"COLEGIO SAGRADO CORAZON DE JESUS";54001;"CUCUTA";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";57,37;52,78;48,42;51,63;45,68;50,75;50,01;50,15;12,75;6,72;8,44;7,86;7,68;9,91;6,29;8,45;167;20122
12195;"COLEGIO SANTA TERESA";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"MAÑANA";61,02;55,05;52,77;55,58;48,7;65,16;54,6;54,88;10,45;6,93;6,6;7,63;5,92;10,42;6,37;7,37;43;20122
12203;"COLEGIO SANTO ANGEL DE LA GUARDA";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"MAÑANA";66,35;57,56;55,06;59,06;50,46;66,17;57,88;54,29;14,38;5,25;6,15;7,95;5,96;11,5;6,39;7,39;48;20122
12211;"INEM JOSE EUSEBIO CARO";54001;"CUCUTA";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";45,39;44,86;44,18;45,18;38,71;42,63;45,11;43,13;10,25;5,61;7,06;7,02;8,71;7,76;6,74;8,33;287;20122
12252;"INSTITUTO SALESIANO SAN JUAN BOSCO";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"MAÑANA";53,14;49,18;47,02;51,35;42,53;54,32;51,95;49,14;12,69;6,41;8,97;7,4;9,61;14,08;7,68;9,92;57;20122
12260;"INSTITUTO TECNICO MERCEDES ABREGO";54001;"CUCUTA";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";56,5;51,75;50,45;51,46;44,16;54,14;52,73;49,46;11,64;6,99;7,84;7,49;8,65;10,92;6,78;7,29;121;20122
12278;"INSTITUTO TECNICO NACIONAL DE COMERCIO";54001;"CUCUTA";"NORTE SANTANDER";"A";"OFICIAL";"TARDE";58,83;57,25;54,83;55,2;46,3;47,57;53,87;50,27;9,13;6,28;7,36;8,82;7,85;9,17;6,36;8,58;60;20122
12286;"INSTITUTO TECNICO INDUSTRIAL SALESIANO";54001;"CUCUTA";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";49,28;47,24;45,4;47,21;41,08;45,36;48,12;46,27;11,84;6,58;8,17;7,96;7,88;8,45;6,45;9,18;186;20122
12294;"NORMAL NACIONAL MARIA AUXILIADORA";54001;"CUCUTA";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";51,67;49,54;46,12;48,04;46,86;51,09;50,2;48,7;9,8;5,29;6,91;7,3;7,7;8,42;6,32;7,56;111;20122
12302;"SEMINARIO MENOR DIOCESANO SAN JOSE DE CUCUTA";54001;"CUCUTA";"NORTE SANTANDER";"A";"NO OFICIAL";"MAÑANA";47,49;45,4;43,03;44;36,91;44,63;46,34;44,74;9,35;5,99;6,15;7,65;11,29;11,36;6,94;9,18;35;20122
12310;"INSTITUCION EDUCATIVA COLEGIO SANTA BARBARA";54003;"ABREGO";"NORTE SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,04;47,77;46,03;47,96;42,37;46,04;47,28;47,58;9,31;5,68;6,17;7,64;7,61;6,98;5,49;8,1;102;20122
12336;"COLEGIO DEPARTAMENTAL INTEGRADO NUESTRA SEÑORA DEL ROSARIO";54128;"CACHIRA";"NORTE SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";46,48;47,24;44,93;44,24;41,31;42,1;45,07;43,41;13,16;6,19;6,91;7,03;5,3;6,18;6,58;7,73;29;20122
12344;"COLEGIO NACIONAL SAN LUIS GONZAGA";54172;"CHINACOTA";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";49,63;46,78;44,32;46,77;41,03;42,49;48,21;44,39;11,79;6,13;8;7,72;8,52;7,94;6,68;9,42;92;20122
12351;"INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DE LA PRESENTACION";54172;"CHINACOTA";"NORTE SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";52;52,39;46,82;50;47,55;50,11;51,09;49,2;9,56;5,14;5,19;5,87;7,88;8,5;6,56;6,88;44;20122
12369;"INSTITUCION EDUCATIVA ALONSO CARVAJAL PERALTA";54174;"CHITAGA";"NORTE SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";48,11;48,14;46,35;47,91;44,74;47,75;47,98;49,02;8,03;6;6,49;7,97;7,02;6,4;6,16;7,71;57;20122
12377;"INSTITUCION EDUCATIVA COLEGIO GUILLERMO QUINTERO CALDERON";54206;"CONVENCION";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";40,78;43,31;42,27;40,86;40,47;42,22;43,02;40,39;9,25;5,21;5,5;6,67;7,58;5,01;4,96;6,17;49;20122
12393;"ESCUELA NORMAL SUPERIOR DE CONVENCION";54206;"CONVENCION";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";47,98;49,09;44,47;46,09;41,26;46,23;48,67;46,33;9,96;5,25;5,15;7,14;8,94;7,01;6,68;7,72;43;20122
12401;"COLEGIO DEPARTAMENTAL INTEGRADO MONSEÑOR RICARDO TRUJILLO GUTIERREZ";54223;"CUCUTILLA";"NORTE SANTANDER";"A";"OFICIAL";"COMPLETA U ORDINARIA";45,32;45,61;43,94;45,74;38,92;42,44;43,68;42,38;10,14;5,07;6,69;7,36;7,85;6,34;6,48;6,52;66;20122
12419;"INSTITUCION EDUCATIVA COLEGIO JOSE MARIA CORDOBA";54239;"DURANIA";"NORTE SANTANDER";"A";"OFICIAL";"MAÑANA";43,15;47,61;44,48;45,31;38,59;40,94;44,37;42,37;11,65;5,61;7,66;6,53;7,27;5,97;6,8;7,66;54;20122
